movieId,title,genres,rating,popularity,year,decade
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,2.93994943109987,15029,1995.0,1990.0
49,When Night Is Falling (1995),Drama|Romance,3.56719367588933,253,1995.0,1990.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.31898674687471,53195,1995.0,1990.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.53838630806846,10225,1995.0,1990.0
53,Lamerica (1994),Adventure|Drama,3.69426751592357,157,1994.0,1990.0
54,"Big Green, The (1995)",Children|Comedy,2.86676499508358,1017,1995.0,1990.0
55,Georgia (1995),Drama,3.23188405797101,966,1995.0,1990.0
57,Home for the Holidays (1995),Drama,3.32663720369626,2489,1995.0,1990.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,3.96807869149016,13267,1994.0,1990.0
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,3.5975,200,1995.0,1990.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.07724241186879,7347,1995.0,1990.0
61,Eye for an Eye (1996),Drama|Thriller,3.33710407239819,2431,1996.0,1990.0
62,Mr. Holland's Opus (1995),Drama,3.75619249823071,22608,1995.0,1990.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,3.1095145631068,2575,1996.0,1990.0
64,Two if by Sea (1996),Comedy|Romance,2.83984375,2176,1996.0,1990.0
65,Bio-Dome (1996),Comedy,2.41084102200142,5636,1996.0,1990.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2.16607704402516,2544,1996.0,1990.0
67,Two Bits (1995),Drama,3.35632183908046,174,1995.0,1990.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.46127300613497,1304,1995.0,1990.0
69,Friday (1995),Comedy,3.55190028606457,4894,1995.0,1990.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.28895894533209,13957,1996.0,1990.0
71,Fair Game (1995),Action,2.36315789473684,1330,1995.0,1990.0
72,Kicking and Screaming (1995),Comedy|Drama,3.48278560250391,1278,1995.0,1990.0
73,"Misérables, Les (1995)",Drama|War,3.80067966903073,3384,1995.0,1990.0
74,Bed of Roses (1996),Drama|Romance,3.30766161213089,3759,1996.0,1990.0
75,Big Bully (1996),Comedy|Drama,2.47222222222222,576,1996.0,1990.0
76,Screamers (1995),Action|Sci-Fi|Thriller,3.01343862565808,3609,1995.0,1990.0
77,Nico Icon (1995),Documentary,3.43832599118943,227,1995.0,1990.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.17642405063291,1264,1995.0,1990.0
79,"Juror, The (1996)",Drama|Thriller,3.16311659192825,6244,1996.0,1990.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,3.72849915682968,593,1995.0,1990.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.27557070856804,3373,1995.0,1990.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,4.01503898997401,2693,1995.0,1990.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.65422077922078,616,1995.0,1990.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,3.39759036144578,166,1995.0,1990.0
85,Angels and Insects (1995),Drama|Romance,3.5402767920511,2818,1995.0,1990.0
86,White Squall (1996),Action|Adventure|Drama,3.48854120758043,4538,1996.0,1990.0
87,Dunston Checks In (1996),Children|Comedy,2.39866156787763,1046,1996.0,1990.0
88,Black Sheep (1996),Comedy,3.12919552477357,5631,1996.0,1990.0
89,Nick of Time (1995),Action|Thriller,3.13903743315508,3366,1995.0,1990.0
90,"Journey of August King, The (1995)",Drama,3.33783783783784,222,1995.0,1990.0
92,Mary Reilly (1996),Drama|Horror|Thriller,2.85968543046358,2416,1996.0,1990.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.52274904214559,2088,1995.0,1990.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.53114024818544,4271,1996.0,1990.0
95,Broken Arrow (1996),Action|Adventure|Thriller,3.11908928216345,25145,1996.0,1990.0
96,In the Bleak Midwinter (1995),Comedy|Drama,3.68836291913215,507,1995.0,1990.0
97,"Hate (Haine, La) (1995)",Crime|Drama,3.98839103869654,2455,1995.0,1990.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.12089356110381,761,1995.0,1990.0
100,City Hall (1996),Drama|Thriller,3.2345636819321,4389,1996.0,1990.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.78262295081967,4575,1996.0,1990.0
102,Mr. Wrong (1996),Comedy,2.44306220095694,2090,1996.0,1990.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.27679324894515,1185,1996.0,1990.0
104,Happy Gilmore (1996),Comedy,3.40963584594635,20019,1996.0,1990.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.32694234447582,10979,1995.0,1990.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.41970802919708,137,1994.0,1990.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.19788366493474,7891,1996.0,1990.0
108,Catwalk (1996),Documentary,3.03676470588235,136,1996.0,1990.0
110,Braveheart (1995),Action|Drama|War,4.03395792188291,61267,1995.0,1990.0
111,Taxi Driver (1976),Crime|Drama|Thriller,4.10059150764031,28402,1976.0,1970.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.40199436705488,13137,1995.0,1990.0
113,Before and After (1996),Drama|Mystery,3.12631578947368,1140,1996.0,1990.0
114,Margaret's Museum (1995),Drama,3.61904761904762,252,1995.0,1990.0
116,Anne Frank Remembered (1995),Documentary,3.92259006815969,1027,1995.0,1990.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.59062980030722,1302,1995.0,1990.0
118,If Lucy Fell (1996),Comedy|Romance,3.01499571550985,1167,1996.0,1990.0
119,"Steal Big, Steal Little (1995)",Comedy,2.80442804428044,271,1995.0,1990.0
120,Race the Sun (1996),Adventure|Comedy|Drama,2.89130434782609,161,1996.0,1990.0
121,"Boys of St. Vincent, The (1992)",Drama,3.74206815511163,851,1992.0,1990.0
122,Boomerang (1992),Comedy|Romance,2.86411020104244,4029,1992.0,1990.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.98586017282011,2546,1994.0,1990.0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.496996996997,333,1995.0,1990.0
125,Flirting With Disaster (1996),Comedy,3.75450762829404,3605,1996.0,1990.0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.34489795918367,1470,1994.0,1990.0
129,Pie in the Sky (1996),Comedy|Romance,3.17,200,1996.0,1990.0
131,Frankie Starlight (1995),Drama|Romance,3.30555555555556,198,1995.0,1990.0
132,Jade (1995),Thriller,2.77232965009208,2172,1995.0,1990.0
135,Down Periscope (1996),Comedy,2.99794347883773,7537,1996.0,1990.0
136,From the Journals of Jean Seberg (1995),Documentary,3.54716981132075,106,1995.0,1990.0
137,Man of the Year (1995),Documentary,3.30290456431535,241,1995.0,1990.0
138,"Neon Bible, The (1995)",Drama,3.28082191780822,146,1995.0,1990.0
140,Up Close and Personal (1996),Drama|Romance,3.31101800677483,5609,1996.0,1990.0
141,"Birdcage, The (1996)",Comedy,3.52258588580259,25237,1996.0,1990.0
144,"Brothers McMullen, The (1995)",Comedy,3.4691625189353,4621,1995.0,1990.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.26040156567121,13796,1995.0,1990.0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.90049342105263,608,1995.0,1990.0
147,"Basketball Diaries, The (1995)",Drama,3.59505541346974,4692,1995.0,1990.0
148,"Awfully Big Adventure, An (1995)",Drama,2.90300546448087,366,1995.0,1990.0
149,Amateur (1994),Crime|Drama|Thriller,3.69083629893238,1124,1994.0,1990.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.88249382941768,54695,1995.0,1990.0
151,Rob Roy (1995),Action|Drama|Romance|War,3.52967848309975,13343,1995.0,1990.0
152,"Addiction, The (1995)",Drama|Horror,3.09703703703704,675,1995.0,1990.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.91538667738909,37305,1995.0,1990.0
154,Beauty of the Day (Belle de jour) (1967),Drama,3.80138932743922,3167,1967.0,1960.0
155,Beyond Rangoon (1995),Adventure|Drama|War,3.40467075038285,1306,1995.0,1990.0
156,Blue in the Face (1995),Comedy|Drama,3.53828439838803,1737,1995.0,1990.0
157,Canadian Bacon (1995),Comedy|War,2.79337772844987,2703,1995.0,1990.0
158,Casper (1995),Adventure|Children,2.89776239752721,14882,1995.0,1990.0
159,Clockers (1995),Crime|Drama|Mystery,3.41694352159468,2408,1995.0,1990.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.60849903784477,15590,1995.0,1990.0
161,Crimson Tide (1995),Drama|Thriller|War,3.74822109525494,25437,1995.0,1990.0
162,Crumb (1994),Documentary,3.98948689785031,6373,1994.0,1990.0
163,Desperado (1995),Action|Romance|Western,3.43146610484571,16138,1995.0,1990.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.46246973365617,4543,1995.0,1990.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.49769228785808,38783,1995.0,1990.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.81712626995646,689,1995.0,1990.0
168,First Knight (1995),Action|Drama|Romance,3.06648199445983,13357,1995.0,1990.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.30594361188722,3937,1995.0,1990.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.21317957166392,9105,1995.0,1990.0
171,Jeffrey (1995),Comedy|Drama,3.60724137931034,1450,1995.0,1990.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.73919297993239,13903,1995.0,1990.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.52955543189266,16173,1995.0,1990.0
174,Jury Duty (1995),Comedy,2.4530170428374,2171,1995.0,1990.0
175,Kids (1995),Drama,3.52459765910753,5468,1995.0,1990.0
176,Living in Oblivion (1995),Comedy,3.85020661157025,2420,1995.0,1990.0
177,Lord of Illusions (1995),Horror,2.88891248937978,2354,1995.0,1990.0
178,Love & Human Remains (1993),Comedy|Drama,3.38491295938104,517,1993.0,1990.0
179,Mad Love (1995),Drama|Romance,2.75059760956175,1255,1995.0,1990.0
180,Mallrats (1995),Comedy|Romance,3.57988165680473,9126,1995.0,1990.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.97748691099476,2865,1995.0,1990.0
182,Moonlight and Valentino (1995),Drama|Romance,3.08567415730337,712,1995.0,1990.0
183,Mute Witness (1994),Comedy|Horror|Thriller,3.35748407643312,628,1994.0,1990.0
184,Nadja (1994),Drama,3.11799410029499,339,1994.0,1990.0
185,"Net, The (1995)",Action|Crime|Thriller,3.12247173729139,26006,1995.0,1990.0
186,Nine Months (1995),Comedy|Romance,2.87613494051346,12776,1995.0,1990.0
187,Party Girl (1995),Comedy,3.45440414507772,965,1995.0,1990.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.33531669865643,2605,1995.0,1990.0
189,Reckless (1995),Comedy|Fantasy,3.00728862973761,343,1995.0,1990.0
190,Safe (1995),Thriller,3.57525252525253,990,1995.0,1990.0
191,"Scarlet Letter, The (1995)",Drama|Romance,2.68892598775737,1797,1995.0,1990.0
193,Showgirls (1995),Drama,2.24235527544351,8568,1995.0,1990.0
194,Smoke (1995),Comedy|Drama,3.84401268834259,6305,1995.0,1990.0
195,Something to Talk About (1995),Comedy|Drama|Romance,3.094105326152,3342,1995.0,1990.0
196,Species (1995),Horror|Sci-Fi,2.83571767577463,14749,1995.0,1990.0
197,"Stars Fell on Henrietta, The (1995)",Drama,3.07522123893805,113,1995.0,1990.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.41755208333333,9600,1995.0,1990.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.77567737870195,1587,1964.0,1960.0
200,"Tie That Binds, The (1995)",Thriller,2.8323782234957,349,1995.0,1990.0
201,Three Wishes (1995),Drama|Fantasy,3.03776041666667,384,1995.0,1990.0
202,Total Eclipse (1995),Drama|Romance,2.99049881235154,421,1995.0,1990.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.16121893088185,5874,1995.0,1990.0
204,Under Siege 2: Dark Territory (1995),Action,2.9380013368984,8976,1995.0,1990.0
205,Unstrung Heroes (1995),Comedy|Drama,3.51204379562044,1370,1995.0,1990.0
206,Unzipped (1995),Documentary,3.48003802281369,1052,1995.0,1990.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.3743201903467,5884,1995.0,1990.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.85770831218918,29559,1995.0,1990.0
209,White Man's Burden (1995),Drama,2.82922077922078,770,1995.0,1990.0
210,Wild Bill (1995),Western,2.88133874239351,493,1995.0,1990.0
211,"Browning Version, The (1994)",Drama,3.58976510067114,596,1994.0,1990.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.57327586206897,464,1995.0,1990.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.04016477857878,1942,1994.0,1990.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.04682779456193,993,1994.0,1990.0
215,Before Sunrise (1995),Drama|Romance,3.86721068249258,6066,1995.0,1990.0
216,Billy Madison (1995),Comedy,3.25898018166804,9688,1995.0,1990.0
217,"Babysitter, The (1995)",Drama|Thriller,2.73501427212179,1051,1995.0,1990.0
218,Boys on the Side (1995),Comedy|Drama,3.28643331045527,4371,1995.0,1990.0
219,"Cure, The (1995)",Drama,3.61394302848576,667,1995.0,1990.0
220,Castle Freak (1995),Horror,2.40140845070423,284,1995.0,1990.0
222,Circle of Friends (1995),Drama|Romance,3.53343465045593,6251,1995.0,1990.0
223,Clerks (1994),Comedy,3.86481541060082,24866,1994.0,1990.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.43651941693557,8987,1995.0,1990.0
225,Disclosure (1994),Drama|Thriller,3.28975425330813,13225,1994.0,1990.0
227,Drop Zone (1994),Action|Thriller,3.06839128613322,4774,1994.0,1990.0
228,Destiny Turns on the Radio (1995),Comedy,2.68633540372671,483,1995.0,1990.0
229,Death and the Maiden (1994),Drama|Thriller,3.56063658340048,2482,1994.0,1990.0
230,Dolores Claiborne (1995),Drama|Thriller,3.5799066026722,7709,1995.0,1990.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.95020962885844,35539,1994.0,1990.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.02543818830464,6447,1994.0,1990.0
233,Exotica (1994),Drama,3.52373595505618,3560,1994.0,1990.0
234,Exit to Eden (1994),Comedy,2.68250150330728,3326,1994.0,1990.0
235,Ed Wood (1994),Comedy|Drama,3.65892014677617,17169,1994.0,1990.0
236,French Kiss (1995),Action|Comedy|Romance,3.30704521556257,13314,1995.0,1990.0
237,Forget Paris (1995),Comedy|Romance,3.22469726416505,6689,1995.0,1990.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.16938300349243,859,1995.0,1990.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.07462068965517,3625,1995.0,1990.0
240,Hideaway (1995),Thriller,2.90330188679245,848,1995.0,1990.0
241,Fluke (1995),Children|Drama,3.0223752151463,581,1995.0,1990.0
242,Farinelli: il castrato (1994),Drama|Musical,3.39089269612263,1109,1994.0,1990.0
243,Gordy (1995),Children|Comedy|Fantasy,2.51489361702128,470,1995.0,1990.0
244,Gumby: The Movie (1995),Animation|Children,2.35234899328859,298,1995.0,1990.0
245,The Glass Shield (1994),Crime|Drama,2.96538461538462,260,1994.0,1990.0
246,Hoop Dreams (1994),Documentary,4.00698833793288,11233,1994.0,1990.0
247,Heavenly Creatures (1994),Crime|Drama,3.82528566162919,8139,1994.0,1990.0
248,Houseguest (1994),Comedy,3.02018633540373,3220,1994.0,1990.0
249,Immortal Beloved (1994),Drama|Romance,3.67597111067734,5123,1994.0,1990.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.00732984293194,955,1995.0,1990.0
251,"Hunted, The (1995)",Action,3.0375,400,1995.0,1990.0
252,I.Q. (1994),Comedy|Romance,3.21320930232558,10750,1994.0,1990.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.49596263728744,29227,1994.0,1990.0
254,Jefferson in Paris (1995),Drama,2.8889751552795,644,1995.0,1990.0
255,"Jerky Boys, The (1995)",Comedy,2.28161434977578,1115,1995.0,1990.0
256,Junior (1994),Comedy|Sci-Fi,2.69612817089453,11235,1994.0,1990.0
257,Just Cause (1995),Mystery|Thriller,3.41335044929397,3895,1995.0,1990.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.64281674208145,1768,1995.0,1990.0
259,Kiss of Death (1995),Crime|Drama|Thriller,3.07359413202934,2045,1995.0,1990.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.15805163059679,67092,1977.0,1970.0
261,Little Women (1994),Drama,3.59770998889174,11703,1994.0,1990.0
262,"Little Princess, A (1995)",Children|Drama,3.76603618421053,4864,1995.0,1990.0
263,Ladybird Ladybird (1994),Drama,3.73143564356436,404,1994.0,1990.0
264,"Enfer, L' (1994)",Drama,3.31626506024096,166,1994.0,1990.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.92114294835981,12529,1992.0,1990.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.49769826933162,17161,1994.0,1990.0
267,Major Payne (1995),Comedy,2.90062255014987,4337,1995.0,1990.0
268,Little Odessa (1994),Crime|Drama,3.30619111709287,743,1994.0,1990.0
269,My Crazy Life (Mi vida loca) (1993),Drama,3.47858319604613,607,1993.0,1990.0
270,Love Affair (1994),Drama|Romance,3.18356772760918,1351,1994.0,1990.0
271,Losing Isaiah (1995),Drama,3.33307573415765,1294,1995.0,1990.0
272,"Madness of King George, The (1994)",Comedy|Drama,3.74165964109358,8303,1994.0,1990.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.12603205439534,8236,1994.0,1990.0
274,Man of the House (1995),Comedy,2.86315359477124,1224,1995.0,1990.0
275,Mixed Nuts (1994),Comedy,2.72898368883312,1594,1994.0,1990.0
276,Milk Money (1994),Comedy|Romance,2.98524213503005,5658,1994.0,1990.0
277,Miracle on 34th Street (1994),Drama,3.39307256443063,10942,1994.0,1990.0
278,Miami Rhapsody (1995),Comedy,3.02474402730375,1172,1995.0,1990.0
279,My Family (1995),Drama,3.69821240799159,951,1995.0,1990.0
280,Murder in the First (1995),Drama|Thriller,3.72116301239276,5245,1995.0,1990.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.6605198019802,4040,1994.0,1990.0
282,Nell (1994),Drama,3.40045304777595,12140,1994.0,1990.0
283,New Jersey Drive (1995),Crime|Drama,3.09465020576132,243,1995.0,1990.0
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.01327433628319,113,1995.0,1990.0
287,Nina Takes a Lover (1994),Comedy|Romance,3.23873873873874,333,1994.0,1990.0
288,Natural Born Killers (1994),Action|Crime|Thriller,3.2390254697622,24853,1994.0,1990.0
289,Only You (1994),Comedy|Romance,3.35789791603745,3311,1994.0,1990.0
290,Once Were Warriors (1994),Crime|Drama,3.99382716049383,4212,1994.0,1990.0
291,Poison Ivy II (1996),Drama|Thriller,2.2965367965368,693,1996.0,1990.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.42278860569715,28014,1995.0,1990.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.06616760450161,29856,1994.0,1990.0
294,"Perez Family, The (1995)",Comedy|Romance,3.17653890824623,861,1995.0,1990.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.80230125523013,478,1995.0,1990.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.16321073194169,79091,1994.0,1990.0
297,Panther (1995),Drama,3.10516605166052,271,1995.0,1990.0
298,Pushing Hands (Tui shou) (1992),Drama,3.51394422310757,251,1992.0,1990.0
299,Priest (1994),Drama,3.72762573964497,2704,1994.0,1990.0
300,Quiz Show (1994),Drama,3.66369923828216,21399,1994.0,1990.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.51348547717842,482,1994.0,1990.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.7455219271155,1619,1994.0,1990.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.03987167736022,7637,1995.0,1990.0
304,Roommates (1995),Comedy|Drama,3.19272237196766,742,1995.0,1990.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.7048433048433,3510,1994.0,1990.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.06096960748124,8127,1994.0,1990.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.97485109199206,7555,1993.0,1990.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.90397350993377,5738,1994.0,1990.0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.64055793991416,466,1994.0,1990.0
310,Rent-a-Kid (1995),Comedy,2.76550387596899,258,1995.0,1990.0
312,Stuart Saves His Family (1995),Comedy,2.6186943620178,1348,1995.0,1990.0
313,"Swan Princess, The (1994)",Animation|Children,3.05958747135218,1309,1994.0,1990.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.85188679245283,4240,1994.0,1990.0
315,"Specialist, The (1994)",Action|Drama|Thriller,2.9040749796251,12270,1994.0,1990.0
316,Stargate (1994),Action|Adventure|Sci-Fi,3.36047107744012,35111,1994.0,1990.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.14294973778799,16971,1994.0,1990.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.44171042664373,77887,1994.0,1990.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.75746924428823,7966,1994.0,1990.0
320,Suture (1993),Film-Noir|Thriller,3.25076452599388,327,1993.0,1990.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.75786163522013,954,1993.0,1990.0
322,Swimming with Sharks (1995),Comedy|Drama,3.69483491337038,3059,1995.0,1990.0
324,"Sum of Us, The (1994)",Comedy|Drama,3.69479166666667,480,1994.0,1990.0
325,National Lampoon's Senior Trip (1995),Comedy,2.66155988857939,1077,1995.0,1990.0
326,To Live (Huozhe) (1994),Drama,4.08345120226308,1414,1994.0,1990.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.80538377591852,8247,1995.0,1990.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.16050854191498,2517,1995.0,1990.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.34674440872717,29242,1994.0,1990.0
330,Tales from the Hood (1995),Action|Crime|Horror,2.81154822335025,1576,1995.0,1990.0
331,Tom & Viv (1994),Drama,3.28758741258741,572,1994.0,1990.0
332,Village of the Damned (1995),Horror|Sci-Fi,2.7707271885132,2159,1995.0,1990.0
333,Tommy Boy (1995),Comedy,3.35322224944866,12243,1995.0,1990.0
